SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME
20MICRONS,20220429,83.3,85.5,80.1,81.0,130365
21STCENMGM,20220429,28.3,28.7,27.85,28.45,8784
3IINFOLTD,20220429,58.0,58.75,57.05,57.75,405748
3MINDIA,20220429,20190.0,20250.0,19831.0,19964.55,1191
3PLAND,20220429,16.0,17.1,15.7,15.7,6015
5PAISA,20220429,371.1,371.2,357.8,360.5,44215
63MOONS,20220429,220.95,220.95,220.95,220.95,17121
A2ZINFRA,20220429,13.65,14.1,13.35,13.6,434475
AAKASH,20220429,29.95,29.95,28.5,29.55,797272
AAREYDRUGS,20220429,43.65,43.65,41.65,42.4,17708
AARON,20220429,116.05,121.65,116.05,119.45,1197
AARTIDRUGS,20220429,463.7,471.55,460.0,461.2,76713
AARTIIND,20220429,889.0,901.7,882.0,887.95,402693
AARTISURF,20220429,825.0,829.0,780.0,783.8,14617
AARVEEDEN,20220429,27.75,27.8,26.85,27.6,10062
AARVI,20220429,115.5,115.5,108.0,108.2,29000
AAVAS,20220429,2308.0,2320.85,2280.0,2288.3,33096
ABAN,20220429,61.95,63.3,60.1,60.65,557356
ABB,20220429,2092.0,2128.65,2060.0,2096.55,101104
ABBOTINDIA,20220429,17300.0,17393.7,17011.0,17079.75,5799
ABCAPITAL,20220429,123.4,124.5,120.3,120.85,5982878
ABFRL,20220429,283.95,291.45,283.45,285.5,1876974
ABMINTLLTD,20220429,100.0,100.0,93.4,95.65,2015
ABSLAMC,20220429,535.0,535.0,515.3,520.0,176089
ABSLBANETF,20220429,36.9,36.9,35.75,35.97,3713
ABSLNN50ET,20220429,44.97,44.97,43.35,43.68,8364
ACC,20220429,2376.75,2397.0,2321.45,2328.9,784968
ACCELYA,20220429,966.0,987.5,961.0,971.55,18298
ACCURACY,20220429,217.5,223.9,213.95,221.45,9786
ACE,20220429,242.4,244.75,237.75,239.85,333888
ACRYSIL,20220429,774.95,778.9,742.0,745.55,61402
ADANIENT,20220429,2389.0,2394.15,2301.5,2332.0,1916180
ADANIGREEN,20220429,2935.0,3000.0,2844.8,2882.8,1101232
ADANIPORTS,20220429,892.7,898.9,852.1,856.4,11543840
ADANIPOWER,20220429,278.0,296.0,270.05,280.35,45385821
ADANITRANS,20220429,2837.8,2900.0,2702.0,2789.5,617737
ADFFOODS,20220429,771.9,773.5,753.9,757.95,7343
ADL,20220429,51.5,54.05,51.1,52.5,2784
ADORWELD,20220429,680.0,686.0,668.05,675.1,8148
ADROITINFO,20220429,12.55,12.7,12.2,12.2,4766
ADSL,20220429,151.6,155.35,148.0,149.25,174252
ADVANIHOTR,20220429,83.1,85.05,80.15,81.0,70790
ADVENZYMES,20220429,306.05,311.05,301.0,302.25,113541
AEGISCHEM,20220429,229.45,232.45,219.65,221.45,411745
AFFLE,20220429,1234.25,1239.0,1209.15,1221.75,179588
AGARIND,20220429,721.05,729.95,687.75,696.3,112411
AGRITECH,20220429,98.9,98.9,94.0,94.1,4359
AGROPHOS,20220429,61.2,62.7,52.4,62.7,2783397
AGSTRA,20220429,118.0,128.5,114.65,124.7,1291698
AHLADA,20220429,100.5,100.5,98.05,99.15,11690
AHLEAST,20220429,242.1,246.0,233.15,238.05,6768
AHLUCONT,20220429,525.2,538.0,515.0,519.25,77996
AIAENG,20220429,1893.0,1951.0,1881.1,1937.4,45950
AIRAN,20220429,21.0,21.2,20.7,20.8,108366
AIROLAM,20220429,70.65,78.0,70.05,70.95,56043
AJANTPHARM,20220429,1749.9,1780.0,1712.0,1721.1,50646
AJMERA,20220429,364.9,366.55,340.2,349.7,31484
AJOONI,20220429,70.0,70.25,66.7,67.3,30414
AJRINFRA,20220429,2.05,2.1,2.05,2.05,606110
AKASH,20220429,52.9,52.9,48.45,48.45,130076
AKG,20220429,44.65,48.75,42.2,43.9,778281
AKSHARCHEM,20220429,382.65,385.2,371.05,375.35,9411
AKSHOPTFBR,20220429,12.3,12.3,11.05,11.75,462272
AKZOINDIA,20220429,1892.5,1892.5,1872.05,1878.45,3665
ALANKIT,20220429,14.4,14.4,13.9,14.0,226517
ALBERTDAVD,20220429,632.9,632.9,616.25,617.9,5882
ALEMBICLTD,20220429,79.85,80.4,76.8,77.3,184157
ALICON,20220429,685.0,757.0,671.0,734.35,43497
ALKALI,20220429,97.95,97.95,95.45,96.7,1074
ALKEM,20220429,3305.0,3339.9,3231.0,3250.4,53913
ALKYLAMINE,20220429,3174.3,3218.0,3168.95,3179.6,35448
ALLCARGO,20220429,364.6,366.9,347.05,349.3,186205
ALLSEC,20220429,511.0,525.0,510.05,517.35,7810
ALMONDZ,20220429,115.85,115.85,106.5,107.5,10960
ALOKINDS,20220429,26.1,27.15,25.5,25.75,38136456
ALPA,20220429,83.0,83.0,79.2,79.95,56220
ALPHAGEO,20220429,325.45,330.9,320.0,322.45,16944
AMARAJABAT,20220429,563.0,569.85,560.45,562.5,380408
