SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME
20MICRONS,20240905,329.4,333.05,321.0,321.95,183630
21STCENMGM,20240905,130.65,130.65,130.65,130.65,214
360ONE,20240905,1094.85,1110.0,1080.4,1106.7,289992
3IINFOLTD,20240905,33.7,34.04,33.23,33.36,654375
3MINDIA,20240905,35319.0,35950.0,34750.0,34898.15,11006
3PLAND,20240905,45.0,45.0,43.48,44.46,10430
5PAISA,20240905,524.0,530.0,520.55,527.05,68378
63MOONS,20240905,390.0,397.25,385.35,397.25,399558
A2ZINFRA,20240905,17.4,17.6,17.4,17.4,65862
AAATECH,20240905,125.95,136.48,125.51,136.37,426634
AADHARHFC,20240905,419.0,435.9,413.2,433.65,1657070
AAKASH,20240905,13.25,13.25,12.71,12.87,165681
AAREYDRUGS,20240905,73.9,74.8,70.0,70.87,121065
AARON,20240905,271.4,276.7,267.4,275.4,21839
AARTECH,20240905,82.8,83.0,78.1,80.63,151024
AARTIDRUGS,20240905,570.0,575.9,565.95,566.85,189396
AARTIIND,20240905,615.2,621.95,611.95,617.05,1936676
AARTIPHARM,20240905,684.8,712.4,677.2,690.8,436523
AARTISURF,20240905,661.0,669.95,649.0,653.15,173908
AARVEEDEN,20240905,44.0,44.0,43.12,43.12,58686
AARVI,20240905,143.85,156.38,143.85,150.51,86949
AAVAS,20240905,1752.05,1822.0,1743.05,1815.75,677700
ABAN,20240905,84.0,84.35,81.5,82.03,95996
ABB,20240905,7655.0,7678.0,7611.4,7650.1,165098
ABBOTINDIA,20240905,29939.0,30000.0,29616.65,29664.1,4071
ABCAPITAL,20240905,222.95,224.5,221.9,223.65,4173629
ABDL,20240905,352.95,359.9,350.0,357.45,1110685
ABFRL,20240905,312.45,316.85,311.95,315.3,1651388
ABGSEC,20240905,102.21,102.41,101.98,101.98,115
ABMINTLLTD,20240905,60.7,60.7,59.49,59.49,417
ABSLAMC,20240905,738.0,756.7,735.1,746.35,512404
ABSLBANETF,20240905,52.42,52.47,52.0,52.21,19881
ABSLLIQUID,20240905,999.99,1000.01,999.99,1000.01,4197
ABSLNN50ET,20240905,78.69,78.7,77.98,78.37,15190
ABSLPSE,20240905,11.53,11.53,11.32,11.35,136000
ACC,20240905,2363.0,2449.9,2360.0,2419.8,1321066
ACCELYA,20240905,1758.0,1785.0,1750.55,1761.3,15848
ACCURACY,20240905,10.59,10.59,10.59,10.59,197977
ACE,20240905,1281.05,1289.95,1265.1,1277.4,298627
ACEINTEG,20240905,34.45,34.45,32.86,33.4,11434
ACI,20240905,737.85,753.85,726.3,728.7,535128
ACL,20240905,90.82,92.4,90.0,90.08,68925
ACLGATI,20240905,103.75,105.9,103.29,105.0,603563
ADANIENSOL,20240905,1035.0,1037.8,1001.3,1007.45,1162678
ADANIENT,20240905,3025.0,3037.9,3002.0,3015.35,734273
ADANIGREEN,20240905,1931.55,1947.0,1885.0,1890.3,576528
ADANIPORTS,20240905,1476.75,1476.8,1463.0,1465.55,959956
ADANIPOWER,20240905,652.2,655.9,641.0,643.85,2222687
ADFFOODS,20240905,275.15,277.0,265.65,267.25,379234
ADL,20240905,102.1,103.39,100.8,101.98,7418
ADORWELD,20240905,1320.0,1343.0,1307.35,1328.75,19187
ADROITINFO,20240905,19.96,19.96,18.55,18.84,46295
ADSL,20240905,301.95,319.9,295.0,302.45,8841135
ADVANIHOTR,20240905,78.79,79.58,76.0,76.29,109457
ADVENZYMES,20240905,460.95,477.7,460.9,463.85,448885
AEGISLOG,20240905,856.0,858.9,840.55,849.75,221741
AEROFLEX,20240905,175.12,189.0,175.12,187.71,6078677
AETHER,20240905,940.0,957.9,920.0,926.15,390153
AFFLE,20240905,1610.0,1643.0,1610.0,1628.5,195511
AFIL,20240905,114.89,116.38,113.11,113.71,102016
AGARIND,20240905,1249.0,1264.55,1237.0,1240.55,20578
AGI,20240905,927.0,931.9,890.1,901.45,203363
AGIIL,20240905,995.0,995.0,965.1,973.45,1643
AGRITECH,20240905,215.0,215.0,211.0,212.04,12946
AGROPHOS,20240905,45.49,46.15,45.0,45.21,43463
AGSTRA,20240905,103.95,104.21,101.45,103.17,481083
AHL,20240905,577.35,582.0,566.1,570.6,375949
AHLADA,20240905,112.1,117.0,111.98,114.19,124119
AHLEAST,20240905,135.9,138.9,135.1,137.16,18409
AHLUCONT,20240905,1179.0,1210.25,1160.1,1197.85,68536
AIAENG,20240905,4385.0,4432.45,4330.4,4360.45,47598
AIIL,20240905,1670.0,1690.0,1654.65,1663.95,16635
AIRAN,20240905,39.9,39.91,39.05,39.91,182266
AIROLAM,20240905,134.84,134.84,130.1,131.27,21833
AJANTPHARM,20240905,3250.0,3379.0,3244.65,3330.1,288675
AJMERA,20240905,688.0,694.95,680.25,684.5,25726
AJOONI,20240905,10.14,10.14,9.82,9.82,1750370
AKASH,20240905,40.01,40.45,39.22,39.49,37652
AKG,20240905,21.12,21.92,21.1,21.6,89832
AKI,20240905,21.11,22.08,21.11,21.38,40743
AKSHAR,20240905,1.78,1.84,1.78,1.8,1362695
AKSHARCHEM,20240905,345.7,352.0,341.55,348.9,11781
AKSHOPTFBR,20240905,8.85,8.94,8.83,8.85,215649
AKUMS,20240905,929.9,929.9,874.2,884.45,351327
AKZOINDIA,20240905,3624.95,3730.0,3585.0,3687.2,48265
ALANKIT,20240905,26.29,26.98,26.25,26.34,1065327
ALBERTDAVD,20240905,1615.1,1659.0,1560.1,1593.85,5269
ALEMBICLTD,20240905,157.7,164.5,157.1,162.95,3356728
ALICON,20240905,1505.0,1518.0,1475.3,1482.95,15530
ALKALI,20240905,120.5,140.44,120.45,140.44,1411591
ALKEM,20240905,6244.9,6346.0,6191.95,6276.55,358214
ALKYLAMINE,20240905,2190.0,2249.4,2181.0,2222.15,189846
ALLCARGO,20240905,68.59,69.51,67.6,68.02,3154235
ALLSEC,20240905,1158.25,1158.25,1110.1,1123.8,24413
ALMONDZ,20240905,32.0,32.39,31.0,31.33,289448
ALOKINDS,20240905,27.19,28.3,26.81,28.14,50679509
ALPA,20240905,104.05,124.6,104.05,121.69,3064102
ALPHA,20240905,57.53,57.84,57.31,57.37,670402
ALPHAETF,20240905,30.2,30.2,29.21,29.31,1141158
ALPHAGEO,20240905,430.0,438.95,424.1,429.45,7420
ALPL30IETF,20240905,31.27,31.49,31.15,31.19,1344353
ALPSINDUS,20240905,3.8,3.8,3.79,3.79,22233
AMBER,20240905,4526.25,4719.9,4513.95,4690.6,298641
AMBICAAGAR,20240905,31.5,31.9,29.45,31.56,37828
AMBIKCO,20240905,1744.95,1747.0,1720.55,1727.3,17177
AMBUJACEM,20240905,628.95,636.75,627.4,631.85,2834101
AMDIND,20240905,79.99,79.99,77.52,77.83,14177
AMIORG,20240905,1401.0,1474.8,1401.0,1447.55,551169
AMJLAND,20240905,54.94,54.98,52.2,54.65,46457
AMNPLST,20240905,325.0,332.0,320.0,322.35,16169
AMRUTANJAN,20240905,811.5,838.9,806.0,817.0,102804
ANANDRATHI,20240905,3842.0,3936.55,3842.0,3929.05,29740
ANANTRAJ,20240905,615.0,629.5,612.5,624.5,1568744
ANDHRAPAP,20240905,567.0,576.0,565.6,572.2,60553
ANDHRSUGAR,20240905,117.18,117.18,114.3,114.87,276205
ANGELONE,20240905,2570.0,2573.8,2500.0,2506.4,557548
ANIKINDS,20240905,78.0,81.67,78.0,81.56,44116
ANMOL,20240905,31.56,31.61,31.56,31.61,44572
ANSALAPI,20240905,9.99,10.45,9.99,10.22,126414
ANTGRAPHIC,20240905,1.89,1.89,1.89,1.89,456042
ANUP,20240905,2305.0,2349.8,2255.35,2326.2,46460
ANURAS,20240905,775.0,781.0,765.25,766.6,46219
