SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME
20MICRONS,20170830,36.2,37.05,35.7,36.8,64096
3IINFOTECH,20170830,3.9,4.25,3.9,4.05,4342081
3MINDIA,20170830,14628.05,14796.05,14425.0,14757.7,1945
63MOONS,20170830,60.8,61.45,59.6,60.55,54220
8KMILES,20170830,505.0,509.95,494.6,496.3,45364
A2ZINFRA,20170830,37.25,37.9,37.15,37.3,424264
AARTIDRUGS,20170830,515.0,528.0,510.0,515.15,7394
AARTIIND,20170830,836.95,847.5,823.8,844.7,24958
AARVEEDEN,20170830,33.5,34.5,32.6,34.05,74064
ABAN,20170830,176.0,180.45,176.0,177.25,655794
ABB,20170830,1355.0,1363.95,1340.0,1348.6,22051
ABBOTINDIA,20170830,4250.0,4274.9,4221.05,4261.0,1083
ABFRL,20170830,168.6,171.5,168.5,169.5,153608
ABGSHIP,20170830,10.6,11.1,10.6,10.85,10955
ABMINTLTD,20170830,67.7,67.75,67.7,67.75,968
ACC,20170830,1819.0,1830.0,1806.1,1811.2,206085
ACCELYA,20170830,1384.0,1400.0,1384.0,1399.85,1594
ACE,20170830,59.1,62.0,59.1,60.3,333083
ADANIENT,20170830,120.4,131.85,120.15,128.15,16432031
ADANIPORTS,20170830,386.0,392.4,385.05,389.75,2979277
ADANIPOWER,20170830,30.15,32.9,30.1,32.15,24058760
ADANITRANS,20170830,118.75,127.0,118.1,124.5,725841
ADFFOODS,20170830,232.15,241.4,232.15,239.65,270284
ADHUNIK,20170830,3.75,3.85,3.7,3.8,104624
ADLABS,20170830,55.0,65.1,54.95,65.1,2405412
ADORWELD,20170830,390.05,404.85,389.8,400.9,4753
ADSL,20170830,23.5,23.65,23.1,23.25,34310
ADVANIHOTR,20170830,55.05,55.2,54.4,55.05,2845
ADVENZYMES,20170830,287.4,292.45,285.55,287.25,61308
AEGISCHEM,20170830,189.95,191.4,187.95,190.0,114628
AFL,20170830,34.1,35.8,34.1,35.8,231
AGARIND,20170830,570.0,598.0,570.0,590.0,1716
AGCNET,20170830,109.05,109.9,106.35,109.1,2140
AGLSL,20170830,117.0,120.95,115.55,118.85,10717
AGRITECH,20170830,94.4,95.4,93.05,95.4,27800
AHLEAST,20170830,275.0,275.0,268.05,272.8,663
AHLUCONT,20170830,287.0,289.95,281.0,282.6,12253
AHLWEST,20170830,165.0,165.05,165.0,165.05,264
AIAENG,20170830,1303.0,1320.0,1285.5,1292.15,138366
AIFL,20170830,400.0,408.9,395.3,400.25,91398
AJANTPHARM,20170830,1192.0,1212.0,1182.3,1192.35,213141
AJMERA,20170830,186.0,198.0,185.1,196.55,122673
AKSHARCHEM,20170830,706.0,719.9,703.6,708.85,4641
